Task_ID,Project_Phase,Start_Date,End_Date,Planned_Duration_Days,Task_Duration_Days,Schedule_Variance_Days,Delay_Flag,Labor_Required,Equipment_Units,Planned_Cost_USD,Material_Cost_USD,Cost_Variance_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Safety_Incident_Count,Incident_Severity,Near_Miss_Count,Safety_Score
T535,Finishing & Interiors,2024-12-30,2025-01-11,12,12,0,0,11,5,71397.23,74167.63,2770.4,25,Medium,0.94,0.72,2,0,None,1,100.0
T536,Closeout & Commissioning,2025-02-10,2025-04-12,61,61,0,0,5,7,23983.58,28469.0,4485.42,1,Low,0.66,0.77,1,1,Minor,0,84.5
T537,Finishing & Interiors,2024-12-23,2025-01-11,13,19,6,1,15,2,28494.74,28879.99,385.25,25,Low,0.73,0.59,3,0,None,0,98.5
T538,Structural,2024-08-05,2024-10-20,70,76,6,1,5,6,78381.01,96372.67,17991.66,3,Low,0.93,0.62,0,0,None,1,96.0
T539,MEP,2024-09-03,2024-09-12,10,9,-1,0,12,6,1879.53,2018.17,138.64,2,High,0.48,0.12,4,0,None,0,96.2
T540,Foundation & Sitework,2024-04-17,2024-06-27,52,71,19,1,5,3,66009.56,71888.95,5879.39,6,Low,0.7,0.76,1,1,Minor,0,88.8
T541,Closeout & Commissioning,2025-01-02,2025-01-30,20,28,8,1,17,6,61077.63,70918.37,9840.74,23,Low,0.23,0.73,0,0,None,0,99.1
T542,MEP,2024-08-26,2024-11-12,64,78,14,1,17,5,63685.77,62646.26,-1039.51,17,Low,0.35,0.31,2,0,None,0,98.9
T543,Foundation & Sitework,2024-05-20,2024-07-11,43,52,9,1,12,2,97878.93,99020.78,1141.85,9,Medium,0.86,0.67,4,0,None,1,98.6
T544,MEP,2024-10-16,2025-01-07,58,83,25,1,15,9,33384.08,31876.06,-1508.02,6,Low,0.81,0.27,3,0,None,1,96.4
T545,MEP,2024-08-06,2024-08-22,17,16,-1,0,15,8,35016.23,34657.21,-359.02,7,High,0.48,0.13,2,0,None,0,100.0
T546,Structural,2024-07-02,2024-09-09,56,69,13,1,6,3,9609.01,8815.0,-794.01,5,Low,0.5,0.26,4,0,None,0,95.6
T547,Foundation & Sitework,2024-04-01,2024-04-13,9,12,3,1,12,8,34497.93,44837.02,10339.09,21,High,0.63,0.24,1,1,Minor,0,88.1
T548,MEP,2024-08-08,2024-09-02,19,25,6,1,18,9,25172.63,26843.8,1671.17,25,Low,0.2,0.37,0,1,Minor,0,89.4
T549,MEP,2024-09-27,2024-11-18,53,52,-1,0,14,3,28972.45,34995.28,6022.83,0,Medium,0.39,0.43,0,1,Minor,2,80.5
T550,Finishing & Interiors,2024-11-07,2025-01-31,78,85,7,1,2,3,76829.66,83622.61,6792.95,3,High,0.37,0.51,4,1,Minor,0,89.5
T551,MEP,2024-08-07,2024-09-29,47,53,6,1,9,2,87576.12,93612.97,6036.85,13,Low,0.4,0.48,2,0,None,0,96.5
T552,Finishing & Interiors,2024-10-22,2024-11-14,23,23,0,0,5,8,19529.82,19387.57,-142.25,16,High,0.84,0.32,3,1,Moderate,2,68.8
T553,MEP,2024-10-29,2024-11-14,15,16,1,1,1,1,31794.71,37878.38,6083.67,19,Low,0.42,0.12,1,0,None,0,100.0
T554,MEP,2024-10-30,2024-12-26,56,57,1,1,3,8,104140.4,92934.43,-11205.97,17,High,0.35,0.58,4,0,None,1,97.8
T555,Finishing & Interiors,2024-12-30,2025-02-07,41,39,-2,0,6,7,7064.78,7119.04,54.26,10,Medium,0.6,0.42,1,1,Minor,0,84.0
T556,Structural,2024-08-08,2024-09-30,49,53,4,1,5,7,8839.68,10143.69,1304.01,28,Low,0.89,0.34,0,0,None,0,98.4
T557,Foundation & Sitework,2024-05-06,2024-06-17,42,42,0,0,5,3,15075.98,17116.31,2040.33,20,Low,0.39,0.79,3,0,None,2,90.3
T558,Pre-Construction,2024-03-13,2024-05-10,54,58,4,1,1,1,45154.31,59926.07,14771.76,25,Low,0.26,0.7,1,0,None,0,98.9
T559,Finishing & Interiors,2024-11-04,2024-12-13,40,39,-1,0,17,4,14397.77,15896.75,1498.98,13,Low,0.49,0.79,4,0,None,0,96.6
T560,MEP,2024-10-14,2024-10-28,14,14,0,0,19,9,87653.38,96839.56,9186.18,8,Low,0.8,0.5,3,0,None,4,90.3
T561,Finishing & Interiors,2024-10-15,2024-10-20,5,5,0,0,14,5,40340.44,45224.74,4884.3,26,Low,0.64,0.2,2,0,None,1,94.1
T562,Foundation & Sitework,2024-06-05,2024-07-10,35,35,0,0,12,1,42839.46,50650.28,7810.82,14,Low,0.85,0.66,4,0,None,1,92.6
T563,Foundation & Sitework,2024-05-02,2024-07-28,69,87,18,1,10,5,23245.58,25419.2,2173.62,11,Medium,0.97,0.26,1,0,None,0,100.0
T564,Pre-Construction,2024-04-15,2024-06-29,60,75,15,1,18,8,54284.7,47625.06,-6659.64,9,Low,0.83,0.45,3,0,None,3,92.0
T565,Structural,2024-06-11,2024-06-29,19,18,-1,0,11,8,65905.9,66529.45,623.55,18,Low,0.68,0.15,4,0,None,1,100.0
T566,MEP,2024-10-21,2025-01-05,83,76,-7,0,2,5,85729.28,75366.54,-10362.74,23,Medium,0.59,0.76,3,0,None,1,97.8
T567,Structural,2024-05-27,2024-06-05,6,9,3,1,18,9,71642.2,75632.94,3990.74,18,Low,0.23,0.2,3,1,Minor,2,77.5
T568,Structural,2024-08-06,2024-10-19,63,74,11,1,7,1,48056.63,58211.22,10154.59,5,Low,0.99,0.82,3,0,None,0,100.0
T569,Closeout & Commissioning,2025-02-10,2025-04-09,47,58,11,1,15,4,92005.42,90531.62,-1473.8,19,Low,0.51,0.79,1,0,None,0,100.0
T570,Structural,2024-07-15,2024-08-01,18,17,-1,0,11,3,76424.28,81923.38,5499.1,23,High,0.32,0.47,4,1,Moderate,2,64.8
T571,MEP,2024-08-19,2024-08-26,7,7,0,0,18,2,57490.03,75947.76,18457.73,26,High,0.73,0.7,0,0,None,2,94.7
T572,Finishing & Interiors,2024-10-28,2024-12-13,36,46,10,1,12,8,6492.69,6504.95,12.26,5,Low,0.43,0.6,0,0,None,0,100.0
T573,Structural,2024-07-18,2024-07-31,9,13,4,1,6,7,1710.89,1680.92,-29.97,7,Medium,0.67,0.74,1,0,None,0,99.0
T574,MEP,2024-09-17,2024-10-27,40,40,0,0,13,9,18090.7,22032.28,3941.58,0,Medium,0.67,0.45,1,1,Minor,0,83.0
T575,Finishing & Interiors,2024-10-21,2024-12-02,42,42,0,0,16,2,60263.43,66688.84,6425.41,21,Medium,0.56,0.73,3,0,None,3,87.4
T576,Closeout & Commissioning,2025-01-01,2025-01-10,6,9,3,1,18,4,38729.45,41708.55,2979.1,16,Medium,0.87,0.47,4,1,Minor,0,81.5
T577,Foundation & Sitework,2024-05-16,2024-07-05,42,50,8,1,10,6,36884.19,40838.22,3954.03,16,Medium,0.41,0.85,4,1,Serious,0,59.3
T578,Closeout & Commissioning,2024-12-27,2025-01-23,24,27,3,1,8,3,84104.31,88574.1,4469.79,23,Low,0.56,0.49,2,0,None,0,100.0
T579,MEP,2024-08-23,2024-10-28,49,66,17,1,18,8,84133.05,89660.72,5527.67,14,Low,0.63,0.47,2,0,None,1,92.8
T580,Structural,2024-07-03,2024-07-08,4,5,1,1,1,3,86182.61,91008.35,4825.74,6,Low,0.73,0.73,0,0,None,0,100.0
T581,MEP,2024-08-15,2024-09-13,29,29,0,0,8,2,34664.0,32073.93,-2590.07,18,High,0.83,0.76,2,1,Minor,0,87.6
T582,Closeout & Commissioning,2025-02-13,2025-03-22,37,37,0,0,6,3,70235.23,69414.53,-820.7,21,Medium,0.52,0.54,2,0,None,1,97.9
T583,MEP,2024-09-16,2024-10-24,27,38,11,1,5,6,27491.58,27891.68,400.1,24,High,0.72,0.24,0,0,None,1,100.0
T584,Structural,2024-06-17,2024-09-08,84,83,-1,0,15,2,18704.57,19870.37,1165.8,22,High,0.32,0.47,0,0,None,0,95.8
T585,MEP,2024-08-26,2024-09-03,6,8,2,1,15,8,15971.28,19278.61,3307.33,27,Low,0.95,0.87,2,0,None,0,99.8
T586,Structural,2024-06-17,2024-08-21,48,65,17,1,2,1,32309.98,34868.65,2558.67,2,Medium,0.51,0.7,4,0,None,1,98.3
T587,Pre-Construction,2024-03-21,2024-06-15,71,86,15,1,1,7,41323.28,43565.8,2242.52,29,Medium,0.78,0.75,2,0,None,1,100.0
T588,Foundation & Sitework,2024-05-27,2024-06-13,13,17,4,1,11,2,77709.71,83263.97,5554.26,29,High,0.22,0.13,3,0,None,0,100.0
T589,Foundation & Sitework,2024-05-20,2024-07-30,71,71,0,0,10,6,13087.34,12869.22,-218.12,28,High,0.36,0.47,3,0,None,0,97.8
T590,Foundation & Sitework,2024-04-26,2024-07-24,101,89,-12,0,18,2,74706.1,73757.66,-948.44,21,Medium,0.59,0.62,3,1,Moderate,0,79.4
T591,Foundation & Sitework,2024-04-30,2024-06-14,33,45,12,1,18,2,47829.4,53614.04,5784.64,10,Low,0.9,0.76,1,0,None,4,84.2
T592,MEP,2024-10-16,2024-10-20,3,4,1,1,17,8,24364.16,29506.59,5142.43,19,Medium,0.62,0.14,3,1,Serious,0,63.8
T593,Foundation & Sitework,2024-05-01,2024-06-06,36,36,0,0,8,2,54492.87,49789.14,-4703.73,29,Low,0.94,0.78,4,0,None,0,100.0
T594,Structural,2024-07-08,2024-09-16,55,70,15,1,15,7,25200.99,30694.26,5493.27,28,Medium,0.59,0.54,1,0,None,1,93.8
T595,Finishing & Interiors,2024-12-20,2025-01-20,22,31,9,1,8,3,49198.67,60012.11,10813.44,18,High,0.59,0.26,1,0,None,1,99.2
T596,MEP,2024-10-04,2024-10-23,19,19,0,0,17,8,36552.73,43950.55,7397.82,8,Low,0.3,0.35,3,2,Minor,1,62.4
T597,MEP,2024-10-04,2024-12-04,51,61,10,1,12,7,17114.52,17276.15,161.63,9,Medium,0.84,0.33,2,1,Minor,0,84.1
T598,Foundation & Sitework,2024-06-10,2024-08-03,44,54,10,1,8,8,12976.68,12541.72,-434.96,1,Low,0.4,0.52,0,2,Minor,0,70.2
T599,Foundation & Sitework,2024-06-07,2024-07-16,29,39,10,1,14,7,47944.51,55122.87,7178.36,0,Low,0.92,0.14,2,0,None,0,100.0
T600,Pre-Construction,2024-03-29,2024-06-11,74,74,0,0,4,6,102707.81,90338.89,-12368.92,29,Low,0.93,0.23,2,0,None,5,89.4
T601,Foundation & Sitework,2024-04-17,2024-05-06,17,19,2,1,1,7,35149.25,35051.81,-97.44,15,Medium,0.95,0.75,1,0,None,0,100.0
T602,Structural,2024-06-14,2024-07-23,34,39,5,1,1,5,57887.97,73567.01,15679.04,17,High,0.62,0.21,1,0,None,0,99.8
T603,Foundation & Sitework,2024-05-21,2024-07-27,68,67,-1,0,19,7,49777.6,66207.47,16429.87,22,High,0.74,0.29,1,2,Minor,0,73.1
T604,Foundation & Sitework,2024-06-10,2024-07-25,37,45,8,1,16,1,87071.57,93223.94,6152.37,25,Low,0.82,0.46,4,0,None,0,100.0
T605,Foundation & Sitework,2024-06-03,2024-06-16,13,13,0,0,14,1,91575.53,82277.12,-9298.41,16,High,0.3,0.51,4,0,None,0,95.2
T606,MEP,2024-11-05,2025-01-02,52,58,6,1,16,9,46911.53,57093.92,10182.39,5,Medium,0.68,0.71,0,0,None,1,100.0
T607,Foundation & Sitework,2024-04-30,2024-05-20,21,20,-1,0,5,5,67313.99,66046.02,-1267.97,13,Low,0.23,0.46,1,0,None,1,92.9
T608,Structural,2024-06-20,2024-08-31,55,72,17,1,9,5,67740.11,89940.26,22200.15,22,Low,0.6,0.73,3,0,None,2,97.1
T609,MEP,2024-10-18,2024-12-18,57,61,4,1,2,3,40855.17,40552.36,-302.81,24,Low,0.32,0.59,1,0,None,0,97.8
T610,MEP,2024-10-14,2024-11-22,33,39,6,1,18,5,30564.55,33352.68,2788.13,14,High,0.35,0.19,4,2,Minor,0,66.3
T611,Pre-Construction,2024-03-29,2024-03-30,1,1,0,0,6,3,2095.02,2070.3,-24.72,13,Medium,0.49,0.23,1,0,None,3,90.4
T612,Finishing & Interiors,2024-12-09,2024-12-12,4,3,-1,0,9,9,81526.59,82828.56,1301.97,23,Medium,0.55,0.45,4,0,None,0,100.0
T613,MEP,2024-08-26,2024-11-11,82,77,-5,0,1,9,81198.66,80297.09,-901.57,21,Low,0.7,0.42,1,0,None,2,92.8
T614,Foundation & Sitework,2024-04-19,2024-06-20,57,62,5,1,9,6,12919.93,11341.0,-1578.93,2,Medium,0.26,0.69,3,0,None,1,92.5
T615,Finishing & Interiors,2024-11-13,2025-01-15,56,63,7,1,16,1,51471.49,58108.88,6637.39,23,Low,0.6,0.56,0,2,Moderate,0,61.0
T616,Closeout & Commissioning,2025-01-17,2025-02-11,26,25,-1,0,13,7,47179.44,46934.19,-245.25,22,Low,0.35,0.41,3,0,None,2,98.0
T617,Pre-Construction,2024-04-15,2024-06-10,56,56,0,0,9,7,11162.88,12752.2,1589.32,18,Medium,0.66,0.24,4,0,None,0,98.8
T618,Structural,2024-07-08,2024-08-10,24,33,9,1,13,4,85688.4,98076.25,12387.85,24,Low,0.71,0.28,2,2,Minor,0,67.2
T619,Finishing & Interiors,2024-11-05,2024-12-13,28,38,10,1,9,8,20067.64,22254.89,2187.25,11,High,0.65,0.56,3,0,None,1,96.4
T620,Finishing & Interiors,2024-11-29,2024-12-05,4,6,2,1,11,6,6142.79,7656.18,1513.39,1,Low,0.79,0.44,1,0,None,2,89.5
T621,Foundation & Sitework,2024-04-15,2024-06-12,58,58,0,0,4,4,45758.34,59889.89,14131.55,2,Medium,0.47,0.51,0,0,None,1,100.0
T622,Foundation & Sitework,2024-06-05,2024-07-19,32,44,12,1,2,4,84742.79,74147.8,-10594.99,17,Low,0.81,0.24,1,0,None,0,100.0
T623,Structural,2024-07-31,2024-09-14,42,45,3,1,6,2,3923.59,4211.9,288.31,28,Medium,0.55,0.63,1,1,Minor,0,85.9
T624,MEP,2024-08-20,2024-09-21,23,32,9,1,14,2,67205.57,66213.05,-992.52,0,Low,0.59,0.78,3,0,None,2,92.5
T625,MEP,2024-10-16,2024-11-30,45,45,0,0,4,4,43374.48,53696.9,10322.42,19,Low,0.72,0.31,0,0,None,0,100.0
T626,Structural,2024-06-24,2024-08-24,50,61,11,1,6,5,10262.26,11223.24,960.98,20,High,0.21,0.49,2,1,Serious,1,57.5
T627,MEP,2024-10-21,2024-12-07,38,47,9,1,19,8,17269.83,18079.86,810.03,28,Low,0.72,0.88,1,0,None,0,100.0
T628,Finishing & Interiors,2024-11-18,2024-12-09,18,21,3,1,6,6,60786.82,57229.46,-3557.36,5,High,0.69,0.37,0,0,None,0,100.0
T629,Pre-Construction,2024-04-15,2024-07-04,68,80,12,1,2,4,34570.68,30339.4,-4231.28,4,High,0.45,0.58,2,0,None,0,100.0
T630,Structural,2024-08-12,2024-11-05,63,85,22,1,18,7,103844.2,93893.26,-9950.94,0,Low,0.27,0.17,1,0,None,0,100.0
T631,Finishing & Interiors,2024-11-13,2025-01-27,56,75,19,1,13,8,91616.9,82055.28,-9561.62,18,Low,0.27,0.58,0,2,Moderate,1,56.1
T632,Finishing & Interiors,2024-11-14,2024-12-20,31,36,5,1,9,2,89856.64,98373.15,8516.51,0,Medium,0.94,0.17,3,1,Minor,0,89.6
T633,MEP,2024-09-27,2024-10-16,13,19,6,1,19,7,21679.33,26707.41,5028.08,26,High,0.75,0.87,1,0,None,1,97.4
T634,MEP,2024-11-11,2024-12-01,14,20,6,1,13,2,95171.7,97002.64,1830.94,20,High,0.3,0.67,1,1,Minor,0,86.1
T635,Foundation & Sitework,2024-05-29,2024-07-25,57,57,0,0,11,2,38773.69,43692.15,4918.46,20,Medium,0.49,0.73,0,0,None,0,97.2
T636,Structural,2024-07-08,2024-07-26,18,18,0,0,1,8,29460.47,35404.36,5943.89,15,Medium,0.67,0.66,1,0,None,0,100.0
T637,MEP,2024-10-09,2024-11-25,40,47,7,1,7,2,5612.71,5984.6,371.89,11,Low,0.87,0.57,2,0,None,0,100.0
T638,Structural,2024-08-30,2024-10-18,49,49,0,0,15,9,6304.17,6223.76,-80.41,26,High,0.23,0.46,1,0,None,5,81.8
T639,Structural,2024-07-19,2024-08-02,10,14,4,1,1,1,68772.4,69509.11,736.71,28,High,0.39,0.79,4,0,None,5,80.6
T640,Structural,2024-07-05,2024-07-20,10,15,5,1,12,9,38295.77,46334.97,8039.2,21,Low,0.91,0.87,2,0,None,0,100.0
T641,Pre-Construction,2024-04-01,2024-05-02,28,31,3,1,7,1,20634.63,23425.64,2791.01,7,Low,0.21,0.5,0,0,None,0,100.0
T642,Structural,2024-07-02,2024-07-03,1,1,0,0,15,2,62020.41,61783.06,-237.35,25,Low,0.36,0.85,2,2,Minor,0,70.2
T643,Foundation & Sitework,2024-06-04,2024-07-28,54,54,0,0,19,6,25624.18,26032.95,408.77,15,Low,0.97,0.57,4,0,None,0,97.3
T644,Structural,2024-08-08,2024-08-11,4,3,-1,0,1,6,56223.48,58185.54,1962.06,27,High,0.69,0.53,4,0,None,2,95.7
T645,Foundation & Sitework,2024-05-27,2024-06-12,16,16,0,0,17,1,37160.64,36561.67,-598.97,0,Low,0.41,0.46,1,0,None,0,95.8
T646,Finishing & Interiors,2024-10-17,2025-01-12,75,87,12,1,17,7,75160.06,82531.67,7371.61,3,Low,0.25,0.27,1,0,None,2,93.4
T647,MEP,2024-08-14,2024-10-10,46,57,11,1,3,8,64949.59,82248.92,17299.33,9,Low,0.22,0.1,3,1,Minor,0,81.6
T648,MEP,2024-09-20,2024-12-04,56,75,19,1,12,2,49221.59,48257.69,-963.9,10,High,0.4,0.29,2,0,None,3,87.8
T649,Finishing & Interiors,2024-12-27,2025-01-08,8,12,4,1,6,8,35318.65,35731.09,412.44,16,Medium,0.91,0.51,3,0,None,0,97.0
T650,MEP,2024-08-19,2024-11-01,63,74,11,1,11,9,33634.35,36893.42,3259.07,24,Low,0.53,0.4,4,2,Minor,0,68.9
T651,Foundation & Sitework,2024-05-08,2024-05-24,13,16,3,1,3,6,81291.88,80765.74,-526.14,26,Low,0.78,0.46,1,0,None,0,95.5
T652,MEP,2024-08-16,2024-10-27,60,72,12,1,8,5,34113.28,33489.77,-623.51,22,High,0.93,0.88,1,0,None,5,84.0
T653,MEP,2024-09-18,2024-12-03,71,76,5,1,14,9,22057.75,21696.88,-360.87,6,High,0.53,0.38,1,0,None,0,100.0
T654,Finishing & Interiors,2024-10-30,2024-11-23,23,24,1,1,14,9,9385.23,9384.15,-1.08,11,Low,0.35,0.46,0,0,None,2,93.8
T655,Structural,2024-08-14,2024-09-11,30,28,-2,0,10,1,47759.82,47202.62,-557.2,20,Low,0.61,0.21,4,0,None,0,98.8
T656,Foundation & Sitework,2024-05-06,2024-05-14,9,8,-1,0,2,3,45813.84,48731.08,2917.24,6,Low,0.93,0.14,1,1,Minor,2,82.4
T657,Structural,2024-07-31,2024-09-05,32,36,4,1,14,9,63605.65,84249.96,20644.31,11,Low,0.84,0.72,4,0,None,0,96.5
T658,Structural,2024-08-09,2024-08-17,6,8,2,1,9,2,17356.58,22902.63,5546.05,14,Medium,0.25,0.56,1,0,None,2,94.1
T659,MEP,2024-09-16,2024-11-13,51,58,7,1,3,4,36161.95,38718.14,2556.19,1,High,0.75,0.71,2,0,None,0,95.6
T660,MEP,2024-10-10,2024-12-09,61,60,-1,0,8,4,80382.04,81032.17,650.13,13,Low,0.66,0.22,4,0,None,0,95.7
T661,Structural,2024-06-24,2024-08-13,45,50,5,1,16,2,78243.91,82538.74,4294.83,12,High,0.93,0.56,3,0,None,1,97.7
T662,Closeout & Commissioning,2025-01-09,2025-02-06,26,28,2,1,2,3,35568.29,39076.5,3508.21,3,Low,0.3,0.3,0,0,None,0,100.0
T663,MEP,2024-08-26,2024-10-06,41,41,0,0,6,3,36720.84,46453.28,9732.44,13,Medium,0.63,0.28,3,3,Moderate,0,48.8
T664,Structural,2024-06-10,2024-08-13,52,64,12,1,12,1,27512.32,31025.3,3512.98,13,Medium,0.9,0.11,4,0,None,2,94.6
T665,Foundation & Sitework,2024-05-06,2024-06-02,20,27,7,1,5,6,88708.36,93322.93,4614.57,15,Low,0.53,0.2,1,2,Minor,1,71.6
T666,Foundation & Sitework,2024-05-20,2024-07-22,55,63,8,1,2,8,12665.29,12745.73,80.44,6,Low,0.59,0.35,4,0,None,0,95.5
T667,Structural,2024-07-19,2024-08-05,13,17,4,1,16,3,70463.6,93441.19,22977.59,18,Medium,0.26,0.19,0,0,None,0,96.0
T668,Foundation & Sitework,2024-05-01,2024-07-13,63,73,10,1,5,5,69059.16,68702.78,-356.38,1,Low,0.42,0.89,4,0,None,2,89.4
T669,Foundation & Sitework,2024-05-28,2024-06-30,27,33,6,1,15,1,57912.44,53625.64,-4286.8,9,Low,0.46,0.35,1,0,None,2,90.9
T670,Structural,2024-07-08,2024-09-30,64,84,20,1,12,7,3951.15,4233.25,282.1,17,Medium,0.96,0.2,3,1,Minor,0,85.4
T671,Foundation & Sitework,2024-05-28,2024-08-13,56,77,21,1,4,1,36209.24,48084.02,11874.78,28,High,0.43,0.26,2,0,None,1,98.5
T672,Finishing & Interiors,2025-01-03,2025-02-01,29,29,0,0,15,9,32655.7,41367.06,8711.36,16,Low,0.57,0.57,3,1,Minor,0,80.5
T673,Foundation & Sitework,2024-04-30,2024-05-13,11,13,2,1,11,8,16812.41,16960.66,148.25,4,High,0.74,0.15,1,0,None,0,100.0
T674,MEP,2024-08-29,2024-10-14,42,46,4,1,16,7,64849.8,65984.55,1134.75,11,Low,0.33,0.79,1,0,None,0,100.0
T675,Structural,2024-07-29,2024-09-02,31,35,4,1,6,7,93019.44,97143.94,4124.5,5,Medium,0.59,0.87,0,0,None,3,89.0
T676,Closeout & Commissioning,2025-01-10,2025-01-16,6,6,0,0,14,5,53456.54,56656.69,3200.15,21,Medium,0.79,0.3,4,0,None,1,92.8
T677,Foundation & Sitework,2024-04-08,2024-06-29,65,82,17,1,18,5,78914.54,71760.57,-7153.97,8,High,0.89,0.46,4,1,Minor,0,81.7
T678,Structural,2024-08-29,2024-11-06,61,69,8,1,12,5,5954.32,7776.59,1822.27,19,Low,0.7,0.12,3,0,None,0,96.3
T679,Closeout & Commissioning,2024-12-25,2025-02-10,47,47,0,0,11,1,36450.51,42349.03,5898.52,0,Medium,0.74,0.61,2,0,None,0,96.2
T680,Finishing & Interiors,2024-12-19,2025-01-13,25,25,0,0,13,8,14161.46,12519.49,-1641.97,21,Medium,0.3,0.43,2,0,None,0,100.0
T681,Finishing & Interiors,2025-01-02,2025-03-09,53,66,13,1,11,1,61533.31,61666.79,133.48,14,Low,0.96,0.32,0,1,Moderate,0,72.5
T682,Structural,2024-06-12,2024-06-22,10,10,0,0,16,4,104712.17,93909.73,-10802.44,20,Low,0.31,0.27,1,0,None,0,98.6
T683,Foundation & Sitework,2024-04-15,2024-06-10,45,56,11,1,15,9,67132.93,66516.0,-616.93,25,Low,0.82,0.62,0,0,None,2,98.9
T684,MEP,2024-08-13,2024-09-12,25,30,5,1,15,9,8491.3,8603.5,112.2,5,Low,0.41,0.43,4,0,None,2,95.8
T685,Closeout & Commissioning,2025-01-21,2025-01-26,4,5,1,1,4,5,32158.86,36111.95,3953.09,18,High,0.95,0.24,1,0,None,1,100.0
T686,MEP,2024-08-26,2024-09-28,26,33,7,1,11,4,55820.57,55515.67,-304.9,17,Low,0.78,0.65,0,0,None,0,96.4
T687,MEP,2024-10-21,2024-12-25,65,65,0,0,19,3,42492.23,40917.57,-1574.66,5,Low,0.8,0.55,3,0,None,2,92.8
T688,Structural,2024-07-02,2024-07-20,15,18,3,1,15,3,83068.13,83530.76,462.63,12,Medium,0.38,0.79,4,1,Moderate,1,72.5
T689,Finishing & Interiors,2024-10-24,2024-12-12,37,49,12,1,4,5,69595.97,81652.43,12056.46,0,Low,0.55,0.19,2,0,None,1,92.8
T690,Foundation & Sitework,2024-04-22,2024-05-03,12,11,-1,0,13,1,46229.59,61571.27,15341.68,22,Medium,0.69,0.73,0,0,None,0,95.0
T691,Structural,2024-07-01,2024-09-24,85,85,0,0,19,5,32868.96,37972.34,5103.38,22,Low,0.82,0.64,4,1,Moderate,5,61.7
T692,Structural,2024-07-18,2024-08-13,22,26,4,1,2,6,20772.14,26278.3,5506.16,25,High,0.28,0.19,4,3,Minor,0,56.4
T693,MEP,2024-09-20,2024-11-22,51,63,12,1,14,7,10045.74,11481.56,1435.82,12,High,0.97,0.66,2,0,None,2,93.1
T694,Structural,2024-08-09,2024-11-06,71,89,18,1,4,9,36563.27,36134.87,-428.4,6,High,0.91,0.45,2,0,None,3,90.9
T695,Foundation & Sitework,2024-05-22,2024-08-16,87,86,-1,0,16,3,42064.01,41904.08,-159.93,14,Low,0.42,0.86,2,1,Minor,1,81.2
T696,MEP,2024-08-12,2024-10-10,60,59,-1,0,14,2,52624.05,67906.47,15282.42,11,Medium,0.86,0.21,0,2,Minor,0,65.2
T697,Structural,2024-05-30,2024-06-26,31,27,-4,0,15,3,65922.15,66157.82,235.67,26,Low,0.61,0.61,2,0,None,0,98.4
T698,MEP,2024-09-02,2024-10-21,40,49,9,1,3,9,6646.8,7940.71,1293.91,25,Low,0.57,0.41,3,0,None,0,96.8
T699,Foundation & Sitework,2024-05-14,2024-07-30,55,77,22,1,8,7,33364.47,40130.67,6766.2,0,Low,0.45,0.87,4,1,Minor,0,81.0
T700,MEP,2024-09-13,2024-10-16,27,33,6,1,16,9,16681.92,18996.11,2314.19,14,Medium,0.66,0.36,2,0,None,0,100.0
T701,MEP,2024-09-20,2024-09-21,1,1,0,0,10,2,15504.1,16524.46,1020.36,3,Low,0.78,0.87,4,2,Minor,0,71.0
T702,Pre-Construction,2024-04-02,2024-04-23,17,21,4,1,4,5,78709.43,82902.91,4193.48,12,Medium,0.53,0.82,1,0,None,0,100.0
T703,Structural,2024-07-09,2024-09-02,58,55,-3,0,18,4,4976.23,5149.61,173.38,22,Low,0.7,0.32,1,0,None,2,92.2
T704,Foundation & Sitework,2024-05-20,2024-05-26,4,6,2,1,2,2,33056.75,42499.1,9442.35,26,Low,0.76,0.74,2,0,None,1,95.9
T705,Pre-Construction,2024-04-01,2024-06-21,63,81,18,1,17,9,17466.09,17652.16,186.07,24,Medium,0.77,0.9,4,0,None,0,97.4
T706,Closeout & Commissioning,2025-01-13,2025-03-23,69,69,0,0,13,9,81314.81,88053.69,6738.88,4,Low,0.24,0.3,1,0,None,1,93.0
T707,Structural,2024-07-17,2024-07-22,4,5,1,1,4,6,56677.12,56147.01,-530.11,28,Medium,0.89,0.45,2,1,Moderate,4,59.8
T708,Finishing & Interiors,2025-01-06,2025-01-09,4,3,-1,0,11,6,23734.57,23906.68,172.11,1,Low,0.57,0.52,4,0,None,0,100.0
T709,Structural,2024-08-02,2024-09-24,40,53,13,1,7,8,50752.57,50740.3,-12.27,22,High,0.41,0.34,2,0,None,3,92.8
T710,MEP,2024-08-15,2024-09-07,18,23,5,1,12,6,77051.4,73417.15,-3634.25,25,Medium,0.39,0.11,4,0,None,0,100.0
T711,Finishing & Interiors,2024-12-30,2025-02-21,38,53,15,1,10,1,72739.13,95853.68,23114.55,0,Low,0.59,0.28,1,0,None,0,99.8
T712,MEP,2024-10-16,2024-11-22,28,37,9,1,7,4,17863.37,22824.15,4960.78,15,Low,0.91,0.33,2,0,None,0,100.0
T713,MEP,2024-08-08,2024-10-21,82,74,-8,0,13,7,100591.45,88732.0,-11859.45,22,Medium,0.5,0.45,1,0,None,0,95.7
T714,Structural,2024-08-12,2024-10-25,53,74,21,1,7,2,82324.24,93496.11,11171.87,5,High,0.8,0.24,2,1,Minor,0,82.8
